position	x	n	folded
98512127	23	33	1
98524960	14	22	1
98528211	12	18	1
98530398	13	18	1
98532403	12	13	1
98541359	25	35	1
98546134	30	36	1
98547502	5	7	1
98550411	8	13	1
98562260	1	4	1
98564736	2	9	1
98565234	7	8	1
98566759	9	24	1
98569656	10	39	1
98572382	3	15	1
98579211	2	5	1
98586447	1	7	1
98588753	15	38	1
98589828	1	23	1
98597182	9	18	1
98604137	4	18	1
98604958	9	35	1
98605413	2	3	1
98611600	1	3	1
98614551	13	30	1
98616396	13	16	1
98621723	6	9	1
98622349	10	37	1
98622407	13	32	1
98628609	1	2	1
98629139	10	13	1
98637193	12	36	1
98639563	14	38	1
98643448	2	15	1
98646871	3	12	1
98647074	6	35	1
98652088	22	37	1
98654113	11	37	1
98662961	20	39	1
98663147	1	24	1
98663926	5	30	1
98667546	12	27	1
98672549	18	37	1
98676367	3	12	1
98689392	11	37	1
98712294	1	18	1
98720270	11	32	1
98741424	7	38	1
98755006	4	24	1
98758989	8	24	1
98764432	1	3	1
98768761	1	5	1
98769540	8	36	1
98773432	1	36	1
98773850	4	17	1
98774883	10	20	1
98778347	15	37	1
98778487	1	5	1
98783887	6	25	1
98799369	14	36	1
98800168	3	6	1
98803940	14	20	1
98808282	17	28	1
98808348	23	34	1
98811213	23	36	1
98814626	4	31	1
98818587	1	6	1
98819537	1	13	1
98821224	2	27	1
98829960	5	15	1
98838035	2	25	1
98841829	16	18	1
98843371	3	9	1
98846773	5	29	1
98854210	1	33	1
98855166	17	22	1
98856950	3	34	1
98859508	1	21	1
98864899	1	7	1
98868500	3	23	1
98883368	14	17	1
98883541	22	30	1
98883880	4	11	1
98884223	17	20	1
98886345	24	31	1
98886825	1	33	1
98889062	27	31	1
98890681	9	14	1
98893613	7	13	1
98915407	3	34	1
98917554	1	26	1
98918434	2	31	1
98920735	2	18	1
98922686	2	31	1
98927742	19	20	1
98928420	4	5	1
98938869	26	35	1
98942014	29	33	1
98942178	31	35	1
98947101	1	9	1
98953664	7	14	1
98957554	32	35	1
98957595	38	44	1
98961931	12	34	1
98964760	1	14	1
98969209	1	21	1
98984799	33	36	1
98992997	32	35	1
98993058	21	26	1
98994136	32	36	1
99006164	18	23	1
99024847	8	9	1
99030859	11	15	1
99039299	1	4	1
99065917	39	40	1
99090942	17	29	1
99097714	7	20	1
99101223	12	35	1
99110208	13	28	1
99113106	4	13	1
99119723	8	34	1
99130265	14	22	1
99132070	5	32	1
99141082	25	30	1
99147707	5	22	1
99151135	19	30	1
99154184	3	5	1
99160827	1	9	1
99166681	19	23	1
99166992	25	36	1
99177253	4	36	1
99184798	4	32	1
99186605	1	4	1
99190949	7	15	1
99191469	22	26	1
99191881	15	29	1
99197193	18	27	1
99198542	14	35	1
99198917	17	38	1
99199954	25	29	1
99200198	1	8	1
99200544	17	29	1
99206542	16	32	1
99207578	3	4	1
99209727	18	37	1
99209996	7	39	1
99214618	6	30	1
99220941	3	9	1
99223208	17	36	1
99223508	11	16	1
99234825	8	22	1
99242320	2	8	1
99245025	6	10	1
99245836	11	26	1
99247432	28	43	1
99247555	26	35	1
99263348	4	8	1
99280693	2	6	1
99302782	11	39	1
99303001	11	27	1
99303818	6	29	1
99304243	3	9	1
99305475	4	6	1
99306537	13	28	1
99309599	8	26	1
99310348	13	28	1
99310398	33	34	1
99310566	8	16	1
99318835	13	19	1
99322438	6	11	1
99334672	12	16	1
99336017	21	24	1
99348900	22	32	1
99349797	13	16	1
99352781	7	26	1
99355635	6	36	1
99356517	2	28	1
99362556	9	22	1
99370528	16	38	1
99373290	10	28	1
99373609	26	32	1
99374045	5	7	1
99378914	15	24	1
99381044	8	37	1
99381704	1	7	1
99383364	1	19	1
99386293	1	9	1
99390244	6	31	1
99396613	9	35	1
99398580	19	24	1
99401582	1	26	1
99402224	13	27	1
99403248	17	34	1
99407351	5	7	1
99410020	11	23	1
99412522	1	9	1
99413725	14	35	1
99417376	2	19	1
99418053	9	33	1
99423624	1	18	1
99424372	4	32	1
99425254	2	37	1
99425374	15	33	1
99426616	1	37	1
99429789	20	23	1
99434714	4	18	1
99440787	10	27	1
99441320	16	35	1
99443516	12	25	1
99449869	5	12	1
99449969	8	24	1
99453287	3	4	1
99454370	1	14	1
99455319	14	35	1
99457261	20	38	1
99458870	2	36	1
99461323	7	16	1
99463896	7	20	1
99464464	2	9	1
99472175	3	4	1
99479654	18	37	1
99485942	1	33	1
99486885	2	15	1
99495135	18	35	1
99514554	16	40	1
99515890	14	32	1
99515902	2	34	1
99518560	14	36	1
99527919	6	16	1
99529826	2	6	1
99530158	4	7	1
99533151	5	8	1
99533944	2	32	1
99536341	19	20	1
99537889	13	33	1
99540103	2	10	1
99542610	26	30	1
99546157	22	39	1
99549703	21	24	1
99551808	28	31	1
99558971	16	22	1
99566473	5	8	1
99577011	9	17	1
99583230	1	2	1
99585796	9	14	1
99588903	25	38	1
99589379	8	15	1
99597328	26	38	1
99601672	4	16	1
99608295	1	9	1
99610153	10	29	1
99613010	4	20	1
99615649	3	16	1
99615891	1	15	1
99618085	3	6	1
99628424	2	31	1
99628438	1	29	1
99636921	3	33	1
99637572	1	2	1
99641669	8	30	1
99655933	1	13	1
99659532	11	27	1
99659671	3	9	1
99661544	10	31	1
99667062	2	36	1
99667272	4	25	1
99667737	6	21	1
99668951	9	25	1
99670057	1	2	1
99670492	1	34	1
99671304	9	35	1
99671893	2	25	1
99680661	6	22	1
99682616	4	15	1
99683656	7	27	1
99685113	1	5	1
99693159	27	35	1
99697631	12	38	1
99698291	6	32	1
99705115	16	24	1
99705540	16	25	1
99725473	9	31	1
99732202	6	30	1
99733964	16	27	1
99748324	5	22	1
99754810	4	20	1
99759523	19	38	1
99762785	6	32	1
99764226	4	13	1
99765872	1	9	1
99776122	10	33	1
99776724	8	17	1
99780284	14	25	1
99781052	10	31	1
99781167	13	30	1
99781984	9	33	1
99782199	10	23	1
99782657	8	29	1
99782957	3	4	1
99783891	12	36	1
99789514	2	10	1
99789950	5	32	1
99796584	5	18	1
99800813	2	33	1
99811487	2	33	1
99811891	1	33	1
99823089	2	36	1
99823121	2	36	1
99835240	1	14	1
99836160	1	9	1
99872972	1	25	1
99882119	2	33	1
99885467	8	24	1
99896379	1	22	1
99911058	12	28	1
99913450	1	26	1
99920884	6	15	1
99922216	1	42	1
99926891	3	34	1
99933338	8	36	1
99937037	2	38	1
99937353	2	43	1
99945144	1	22	1
99946091	1	38	1
99952060	14	35	1
99952500	1	38	1
99958776	28	39	1
99960670	20	34	1
99962202	1	40	1
99963251	27	40	1
99966319	5	27	1
99969062	1	32	1
99970527	6	9	1
99996391	1	37	1
100006117	10	33	1
100007454	2	38	1
100009669	6	28	1
100017701	10	31	1
100018587	1	6	1
100019269	4	16	1
100021743	15	40	1
100031574	3	28	1
100037950	32	33	1
100039072	6	36	1
100040528	3	19	1
100046246	21	36	1
100049692	33	34	1
100049785	23	35	1
100050789	32	34	1
100051580	1	34	1
100051668	19	21	1
100051800	5	30	1
100055618	24	27	1
100055790	2	22	1
100056225	20	31	1
100059600	25	34	1
100060756	2	37	1
100061034	2	37	1
100061834	27	36	1
100062770	27	31	1
100063136	3	45	1
100065568	35	36	1
100066515	15	35	1
100067902	3	6	1
100075695	9	15	1
100079256	1	3	1
100079760	1	6	1
100081117	2	15	1
100083263	5	42	1
100085388	2	41	1
100085407	3	44	1
100086858	10	27	1
100087162	5	37	1
100091852	5	35	1
100102788	1	13	1
100107131	7	8	1
100107260	27	30	1
100107968	1	10	1
100108685	2	34	1
100111956	5	12	1
100116394	2	11	1
100116850	9	26	1
100127618	3	36	1
100130644	10	25	1
100133974	17	29	1
100134270	14	25	1
100135336	24	37	1
100143458	11	22	1
100143603	25	43	1
100149952	1	41	1
100156658	21	26	1
100161428	1	27	1
100162281	1	30	1
100163271	13	34	1
100164547	10	30	1
100166046	13	31	1
100179299	2	14	1
100182451	8	36	1
100182884	6	33	1
100190830	6	36	1
100194962	8	31	1
100195014	1	28	1
100195477	2	12	1
100197059	2	30	1
100197824	3	30	1
100198059	2	35	1
100198098	1	18	1
100198297	1	8	1
100198799	6	42	1
100198889	9	37	1
100199231	7	34	1
100199250	8	34	1
100203693	7	40	1
100206801	3	38	1
100208275	7	30	1
100210815	4	35	1
100213115	4	23	1
100220425	6	25	1
100225317	11	36	1
100232074	6	28	1
100234367	1	36	1
100234743	27	33	1
100237542	5	34	1
100238053	1	34	1
100241763	2	28	1
100243664	18	27	1
100244581	14	16	1
100268991	13	17	1
100269860	30	37	1
100271638	12	14	1
100273750	1	2	1
100274761	4	26	1
100277039	7	35	1
100277599	10	32	1
100280436	5	9	1
100282493	17	36	1
100286234	13	36	1
100292904	36	42	1
100312175	26	37	1
100316589	8	12	1
100326258	19	27	1
100330666	21	36	1
100331265	3	7	1
100335883	1	4	1
100342845	11	34	1
100344394	5	11	1
100346741	16	22	1
100351260	1	34	1
100351703	7	8	1
100352470	9	36	1
100353019	31	34	1
100355560	3	8	1
100358103	6	27	1
100359333	18	20	1
100361925	2	27	1
100363032	2	7	1
100364201	23	25	1
100367891	5	23	1
100375347	6	20	1
100383005	4	10	1
100384402	15	31	1
100387939	2	3	1
100403265	11	31	1
100408047	1	2	1
100408294	35	40	1
100410636	3	8	1
100411287	3	12	1
100417473	5	11	1
100419867	2	4	1
100428784	6	41	1
100430720	9	19	1
100433801	12	37	1
100433868	1	6	1
100446046	3	8	1
100447486	2	10	1
100453098	2	9	1
100462860	9	37	1
100466279	1	11	1
100471566	6	14	1
100474456	5	19	1
100475706	3	28	1
100482540	1	8	1
100484005	4	34	1
100494652	5	17	1
100497091	4	29	1
100500416	7	37	1
100500915	3	36	1
100507990	5	34	1
100543449	6	38	1
100543962	6	16	1
100544651	3	26	1
100562757	5	21	1
100574992	23	32	1
100575616	8	27	1
100575933	4	10	1
100592653	2	4	1
100598867	8	10	1
100603706	5	33	1
100604080	33	42	1
100609639	3	26	1
100611931	27	35	1
100612675	10	22	1
100616349	2	34	1
100645979	21	31	1
100650664	4	6	1
100656265	13	17	1
100656494	5	12	1
100663679	25	26	1
100683906	13	17	1
100703069	10	14	1
100709301	25	26	1
100713877	21	22	1
100716167	31	32	1
100719130	6	16	1
100728138	8	10	1
100731263	31	32	1
100732855	2	19	1
100744650	14	15	1
100744798	30	31	1
100765696	23	38	1
100766320	31	35	1
100770760	8	38	1
100781361	2	26	1
100781537	1	27	1
100792699	2	11	1
100793934	5	30	1
100795207	4	39	1
100796120	12	25	1
100800905	13	18	1
100811859	10	11	1
100818728	8	36	1
100822776	4	10	1
100824378	2	6	1
100827090	19	34	1
100828060	1	3	1
100838317	1	4	1
100841993	2	5	1
100853755	2	16	1
100863864	6	33	1
100865971	3	14	1
100869821	7	19	1
100876505	12	21	1
100880025	20	22	1
100885228	3	14	1
100902936	19	31	1
100914659	2	14	1
100916013	4	28	1
100916183	4	21	1
100916676	3	24	1
100917628	4	19	1
100919788	3	15	1
100925633	9	27	1
100926901	10	40	1
100929959	1	37	1
100943100	13	27	1
100949860	2	14	1
100955532	12	23	1
100956478	6	19	1
100970346	15	34	1
100975680	3	34	1
100977372	1	30	1
100984439	1	17	1
100986282	35	36	1
100988821	32	34	1
100991649	23	34	1
100991834	20	34	1
100996074	27	32	1
100996399	1	6	1
100997635	10	35	1
100997680	15	37	1
101003762	18	23	1
101005855	9	11	1
101006240	3	19	1
101006577	4	17	1
101007986	13	33	1
101008154	1	28	1
101010067	1	33	1
101013734	8	21	1
101024423	4	7	1
101025917	16	30	1
101027524	19	29	1
101028907	8	17	1
101029715	1	15	1
101031689	4	38	1
101033032	4	9	1
101040836	7	19	1
101041043	5	28	1
101041174	14	30	1
101041766	3	6	1
101043897	12	37	1
101043928	16	42	1
101044150	9	21	1
101051656	18	33	1
101055002	11	26	1
101073216	1	30	1
101077323	19	28	1
101078467	19	24	1
101079182	14	22	1
101080152	2	36	1
101083915	35	36	1
101084273	9	35	1
101084542	32	36	1
101085094	12	35	1
101085875	7	27	1
101088124	11	34	1
101089079	3	4	1
101092090	2	19	1
101094139	1	30	1
101094609	15	32	1
101106044	2	31	1
101106268	17	34	1
101106534	4	11	1
101106981	7	14	1
101107147	6	10	1
101107748	3	20	1
101111615	8	30	1
101128249	5	6	1
101142049	9	29	1
101148289	1	14	1
101168196	19	29	1
101175651	13	32	1
101181342	7	28	1
101181576	6	33	1
101181947	1	2	1
101187219	4	7	1
101190866	5	34	1
101194205	8	35	1
101195659	4	5	1
101199886	1	26	1
101202256	26	27	1
101203698	3	32	1
101203827	11	12	1
101209653	8	11	1
101215995	8	14	1
101218108	6	32	1
101222657	5	26	1
101222807	9	16	1
101224146	6	15	1
101224246	24	28	1
101224461	7	29	1
101225444	4	36	1
101229812	20	39	1
101231300	10	11	1
101240893	4	16	1
101247948	7	11	1
101257825	8	30	1
101260427	9	13	1
101260583	5	10	1
101264772	1	29	1
101272402	4	23	1
101273777	11	30	1
101274090	7	34	1
101274814	3	17	1
101275018	9	34	1
101276544	16	35	1
101315934	1	33	1
101324152	2	10	1
101328083	16	35	1
101328230	21	37	1
101331536	2	3	1
101350706	1	37	1
101351661	9	36	1
101360215	3	39	1
101362371	12	35	1
101378647	15	22	1
101390090	9	40	1
101407519	3	15	1
101408933	6	34	1
101417976	1	18	1
101420406	1	8	1
101442367	3	19	1
101443701	7	35	1
101462232	2	38	1
101475901	5	32	1
101498682	4	10	1
101500622	1	17	1
101513708	5	8	1
101529664	3	37	1
101540999	7	20	1
101543205	1	10	1
101546699	5	30	1
101549316	8	23	1
101551926	3	28	1
101563001	3	14	1
101586819	2	6	1
101588361	1	21	1
101588654	4	29	1
101589082	2	41	1
101590335	7	36	1
101596048	4	37	1
101597229	8	10	1
101601911	1	29	1
101602062	3	35	1
101603450	3	32	1
101604554	3	18	1
101604753	1	36	1
101605109	3	20	1
101606903	6	29	1
101612212	4	39	1
101616499	1	26	1
101620362	1	40	1
101620370	6	36	1
101622960	1	22	1
101624071	22	37	1
101624468	16	31	1
101628009	11	20	1
101638999	8	26	1
101644898	4	36	1
101647080	14	40	1
101654096	12	24	1
101655220	5	32	1
101655670	17	38	1
101657185	9	33	1
101660413	6	30	1
101664777	5	32	1
101664811	1	29	1
101666212	1	34	1
101668345	24	32	1
101668588	9	11	1
101669289	8	9	1
101669928	28	36	1
101670236	15	23	1
101670666	34	41	1
101670747	23	32	1
101673998	3	9	1
101675844	1	5	1
101681468	26	37	1
101683903	24	36	1
101684415	18	34	1
101690270	4	10	1
101690323	7	35	1
101701432	10	39	1
101709563	3	35	1
101711783	3	31	1
101715646	1	2	1
101716688	18	20	1
101718276	1	22	1
101725605	1	27	1
101731461	4	35	1
101732641	13	25	1
101732914	4	38	1
101733105	18	24	1
101733328	1	25	1
101733533	5	33	1
101733861	8	23	1
101735917	1	9	1
101736043	19	24	1
101736356	1	27	1
101740406	1	21	1
101742954	2	37	1
101744633	13	27	1
101745077	14	22	1
101747767	16	20	1
101749974	14	17	1
101750048	15	21	1
101751884	25	32	1
101753101	9	17	1
101757026	29	36	1
101760889	4	10	1
101765925	8	37	1
101767274	15	38	1
101768868	10	23	1
101769919	2	5	1
101770181	8	36	1
101770302	1	19	1
101771622	12	34	1
101772074	4	23	1
101772220	6	31	1
101772514	6	35	1
101774930	1	5	1
101778236	33	39	1
101779674	2	19	1
101780744	1	37	1
101782124	34	35	1
101784340	6	33	1
101793457	9	16	1
101794316	1	25	1
101795029	11	23	1
101801342	13	37	1
101815604	12	39	1
101819577	11	28	1
101830858	7	14	1
101836640	18	39	1
101836780	5	8	1
101836932	16	25	1
101836994	10	28	1
101837079	13	37	1
101838064	21	27	1
101842449	12	42	1
101847845	7	37	1
101848337	1	5	1
101848719	6	22	1
101849423	9	12	1
101849830	8	24	1
101851025	1	8	1
101851102	1	40	1
101851347	1	34	1
101855993	1	29	1
101857117	6	16	1
101862103	8	17	1
101863214	5	10	1
101864215	2	10	1
101865012	1	29	1
101865954	15	30	1
101866109	11	28	1
101868913	17	38	1
101871252	10	27	1
101871324	14	44	1
101872103	2	31	1
101872865	18	19	1
101874416	12	40	1
101876646	2	39	1
101882875	29	37	1
101885296	1	11	1
101895945	1	11	1
101903000	31	32	1
101906412	4	7	1
101918376	10	29	1
101919802	1	11	1
101920805	15	34	1
101921057	1	41	1
101926586	6	21	1
101927038	3	27	1
101927483	1	3	1
101932014	32	36	1
101934675	9	31	1
101937381	10	17	1
101937782	3	8	1
101938477	13	35	1
101938663	3	13	1
101939689	18	35	1
101940809	3	14	1
101943331	5	9	1
101945171	4	10	1
101945654	2	27	1
101945977	15	32	1
101947011	3	34	1
101951395	25	33	1
101952173	7	13	1
101961142	1	4	1
101963766	12	26	1
101963918	2	32	1
101972240	3	8	1
101972985	4	40	1
101973475	3	10	1
101973613	17	35	1
101976237	1	11	1
101983808	6	13	1
101984932	13	29	1
101988395	3	34	1
101991399	11	36	1
101995341	13	31	1
101996097	4	15	1
102004654	19	20	1
102005028	31	33	1
102007614	25	28	1
102009352	38	39	1
102009767	27	36	1
102011910	24	27	1
102013468	3	15	1
102013815	32	36	1
102014461	4	19	1
102017100	2	17	1
102020378	1	8	1
102022538	11	17	1
102024942	22	37	1
102033539	6	13	1
102036365	15	34	1
102037123	33	34	1
102039804	3	7	1
102039854	1	20	1
102040519	10	11	1
102041558	18	28	1
102042430	3	31	1
102057383	3	4	1
102062537	1	40	1
102082236	14	33	1
102090174	14	25	1
102090266	9	34	1
102095912	23	33	1
102101223	26	29	1
102104126	1	36	1
102109233	1	20	1
102110628	2	15	1
102129604	2	25	1
102176419	2	36	1
102189250	8	25	1
102197513	11	14	1
102197790	7	26	1
102199014	5	20	1
102200830	1	5	1
102201271	4	29	1
102201602	2	16	1
102201705	4	20	1
102206351	1	31	1
102209045	7	11	1
102223728	2	35	1
102228731	1	2	1
102233475	1	4	1
102233834	25	33	1
102235035	2	20	1
102236122	1	23	1
102237818	1	11	1
102239205	8	28	1
102240840	8	34	1
102241441	3	8	1
102241610	1	12	1
102242766	9	11	1
102254704	7	27	1
102260272	7	13	1
102263909	5	35	1
102271774	12	37	1
102272312	7	24	1
102274276	24	37	1
102283539	3	18	1
102284828	15	23	1
102285489	17	34	1
102286079	7	15	1
102287234	7	9	1
102292567	1	2	1
102296144	4	33	1
102296279	6	26	1
102297845	9	19	1
102302923	2	10	1
102303034	2	3	1
102304152	1	3	1
102305976	3	22	1
102309649	18	34	1
102315214	4	37	1
102316730	28	34	1
102320291	31	34	1
102326159	20	25	1
102338961	4	5	1
102339633	11	20	1
102341819	5	34	1
102344571	18	29	1
102344973	7	10	1
102348142	30	38	1
102350747	2	37	1
102357104	2	6	1
102359002	9	11	1
102359218	1	24	1
102366140	10	37	1
102367162	24	29	1
102370006	18	25	1
102372339	28	31	1
102376258	14	17	1
102377783	15	16	1
102378281	10	11	1
102378410	2	14	1
102378920	25	27	1
102379720	5	10	1
102379805	1	41	1
102380254	30	36	1
102381594	1	34	1
102382404	17	28	1
102386005	13	21	1
102387067	10	29	1
102387098	26	41	1
102390702	1	30	1
102393844	3	27	1
102404247	3	37	1
102404283	1	36	1
102407313	22	23	1
102410053	1	24	1
102413524	2	39	1
102429221	8	20	1
102430634	27	35	1
102431521	15	16	1
102437203	1	4	1
102439329	1	21	1
102443692	7	9	1
102447116	2	25	1
102447792	2	37	1
102471839	2	7	1
102473559	9	29	1
102474743	7	10	1
102481916	1	40	1
102496576	10	22	1
102510427	3	12	1
102511803	10	25	1
102520898	13	33	1
102525295	11	34	1
102536693	5	16	1
102538050	10	28	1
102540496	20	26	1
102543901	6	13	1
102546011	23	26	1
102549156	16	18	1
102554563	9	38	1
102562640	27	35	1
102565669	24	26	1
102566131	11	12	1
102572944	2	11	1
102579307	9	25	1
102579985	6	16	1
102583375	1	5	1
102586209	13	39	1
102586842	10	37	1
102588459	5	12	1
102594735	12	14	1
102608577	9	18	1
102616451	14	35	1
102618195	11	20	1
102620164	4	6	1
102620548	3	36	1
102626491	1	15	1
102626854	4	14	1
102628005	14	24	1
102628100	3	5	1
102628298	12	26	1
102629663	2	20	1
102632935	2	28	1
102647898	2	39	1
102647938	14	25	1
102653180	14	34	1
102654518	2	27	1
102670310	22	39	1
102678548	3	18	1
102686703	12	24	1
102688814	1	22	1
102697908	10	22	1
102697991	16	37	1
102701409	3	11	1
102701717	2	35	1
102704421	8	22	1
102706588	2	4	1
102708517	12	23	1
102714517	13	17	1
102717010	1	12	1
102724015	2	10	1
102733233	6	9	1
102740645	2	6	1
102742475	10	31	1
102760382	12	14	1
102785673	20	24	1
102791263	6	18	1
102791304	30	31	1
102791988	8	35	1
102794417	1	8	1
102796707	5	7	1
102810303	25	29	1
102816541	8	12	1
102816841	10	13	1
102826930	11	13	1
102827177	1	19	1
102828131	1	6	1
102828823	23	31	1
102843543	6	29	1
102862244	10	11	1
102862791	3	21	1
102865643	26	27	1
102866568	4	28	1
102866726	29	30	1
102872668	14	15	1
102876392	14	20	1
102881189	19	25	1
102883271	31	40	1
102919058	1	11	1
102921857	1	40	1
102922025	2	38	1
102934974	13	34	1
102939690	1	12	1
102954001	17	28	1
102955343	14	28	1
102960989	2	32	1
102965671	4	25	1
102968036	13	14	1
102974572	20	29	1
102984013	1	14	1
102995218	4	35	1
103008628	7	9	1
103012046	7	27	1
103012510	26	33	1
103020824	2	34	1
103030219	1	2	1
103039808	5	9	1
103064174	1	8	1
103071348	9	11	1
103073357	1	8	1
103074839	19	36	1
103080187	14	39	1
103088742	10	17	1
103094775	28	31	1
103100260	4	20	1
103101650	1	4	1
103110933	1	36	1
103113403	16	27	1
103120262	1	19	1
103144407	6	9	1
103150463	29	32	1
103153108	13	21	1
103155884	1	36	1
103171943	3	14	1
103176592	3	36	1
103199589	4	12	1
103203107	19	26	1
103216881	2	13	1
103220808	19	36	1
103221778	2	33	1
103226221	2	28	1
103228579	19	35	1
103231028	22	24	1
103231606	35	37	1
103238392	20	22	1
103254944	1	32	1
103255403	20	27	1
103259724	9	11	1
103267759	2	11	1
103269537	31	37	1
103274491	22	25	1
103298338	20	23	1
103305021	2	32	1
103322312	11	35	1
103323618	29	31	1
103324155	36	37	1
103325774	18	34	1
103331349	1	27	1
103333125	5	27	1
103350903	1	7	1
103352451	21	31	1
103354138	16	19	1
103356168	3	4	1
103357553	9	13	1
103362909	2	26	1
103367095	2	17	1
103371652	4	10	1
103379918	13	32	1
103380128	1	5	1
103384610	27	29	1
103393457	18	35	1
103400314	7	12	1
103402184	2	3	1
103403752	27	30	1
103404384	4	9	1
103405793	1	10	1
103406892	11	36	1
103407999	8	12	1
103409100	10	25	1
103410124	8	32	1
103429411	13	30	1
103435001	4	14	1
103438795	3	8	1
103444497	14	34	1
103444679	10	17	1
103450196	1	7	1
103451455	8	15	1
103452392	15	33	1
103455217	7	9	1
103459537	12	16	1
103467223	2	14	1
103476179	1	19	1
103498029	2	3	1
103499896	23	26	1
103517428	4	22	1
103521403	2	10	1
103539007	2	4	1
103540489	2	11	1
103543277	3	5	1
103543824	4	41	1
103546471	1	27	1
103548497	8	24	1
103550401	1	33	1
103551498	13	24	1
103551918	13	26	1
103552920	11	36	1
103552935	34	39	1
103554167	16	35	1
103554293	13	30	1
103564441	15	32	1
103566156	15	32	1
103568464	3	8	1
103570127	2	4	1
103570432	1	41	1
103572927	22	40	1
103576354	27	38	1
103578334	14	22	1
103583153	2	11	1
103587296	1	28	1
103587501	6	27	1
103590453	2	24	1
103591307	1	10	1
103595069	8	38	1
103603691	8	37	1
103609693	6	22	1
103610579	1	31	1
103611252	1	11	1
103612069	9	12	1
103615938	2	25	1
103621727	3	23	1
103622719	3	35	1
103627745	1	6	1
103636607	1	5	1
103640813	9	34	1
103641167	7	25	1
103654898	1	2	1
103656416	1	6	1
103656468	3	22	1
103659941	2	23	1
103670474	8	37	1
103673368	7	25	1
103683335	2	8	1
103693065	12	31	1
103694426	15	22	1
103703266	17	29	1
103703521	15	35	1
103704266	24	30	1
103710333	26	37	1
103717617	5	15	1
103725225	3	27	1
103725629	23	32	1
103728254	3	35	1
103730700	16	29	1
103732214	7	32	1
103734946	1	41	1
103741344	14	33	1
103750676	24	25	1
103754185	2	12	1
103761463	2	9	1
103764640	2	22	1
103916755	20	33	1
104017778	21	32	1
104018310	18	30	1
104019631	2	19	1
104043185	4	38	1
104043239	4	35	1
104123531	1	12	1
104128618	11	24	1
104128773	2	35	1
104311712	10	22	1
104318414	11	23	1
104324819	2	8	1
104350432	4	11	1
104350777	7	17	1
104376166	4	25	1
104383975	2	12	1
104408821	9	30	1
104419830	4	26	1
104433984	1	16	1
104436329	3	10	1
104436874	6	10	1
104445316	12	39	1
104454507	4	6	1
104480469	2	16	1
104483106	1	7	1
104484407	6	23	1
104487148	1	19	1
104490916	1	11	1
104492281	1	7	1
104502333	15	42	1
104503460	24	35	1
104505231	25	30	1
104506202	2	16	1
104522605	1	17	1
104524676	1	40	1
104524702	6	38	1
104527093	13	21	1
104529736	8	9	1
104536508	12	17	1
104544302	2	12	1
104545670	36	37	1
104545721	3	33	1
104546820	1	10	1
104546881	1	10	1
104561488	8	31	1
104562381	7	25	1
104566710	13	20	1
104567488	4	28	1
104570239	21	33	1
104573697	2	21	1
104580557	2	23	1
104585451	21	24	1
104585499	12	13	1
104591008	5	35	1
104603845	4	32	1
104611637	5	32	1
104616337	8	28	1
104617172	12	39	1
104624493	9	33	1
104625213	3	23	1
104627091	8	30	1
104630605	1	6	1
104630807	3	12	1
104630890	2	26	1
104634514	8	29	1
104634814	3	18	1
104637526	1	26	1
104654614	2	32	1
104658880	1	8	1
104670497	1	9	1
104672052	19	31	1
104672830	2	27	1
104680649	1	17	1
104690071	5	15	1
104690539	5	41	1
104691288	3	35	1
104696542	4	38	1
104706300	2	25	1
104709943	2	9	1
104713291	3	37	1
104723519	4	27	1
104728785	1	20	1
104734874	1	3	1
104736011	4	9	1
104737095	5	28	1
104740005	7	38	1
104747846	12	34	1
